,name,month_2020,square_meter,road-width,price,bedroom_no,floors,street,area,district
2576,Chính chủ bán nhà 2 lầu DT 4x17m  HXH 5m Cây Trâm F9  GV 5. tỷ TL,9.0,68.0,5.0,5.0,4.0,2.0,73.0,26.0,19.0
2577,"Bán nhà 343/4 Phan Xích Long hai HXH, 55 m2, 9,3 tỷ",9.0,55.0,6.0,9.3,5.0,3.0,334.0,12.0,20.0
2578,"Hạ 3 tỷ, bán gấp 86/12 Thích Quảng Đức 110m2, HXH 13,5 tỷ",9.0,110.0,8.0,13.5,5.0,3.0,400.0,21.0,20.0
2579,"Hạ 2 tỷ bán 343/7 Phan Xích Long, Phú Nhuận, 75m2, HXH, 9 tỷ",9.0,75.0,6.0,9.0,4.0,2.0,334.0,12.0,20.0
2580,"Bán gấp hẻm 21/10 Vạn Kiếp, Bình Thạnh,70 m2, HXH, chỉ còn 8,65 tỷ",9.0,70.0,6.0,8.65,5.0,3.0,508.0,12.0,17.0
2581,"Bán nhà 433/4 Sư Vạn Hạnh, Quận 10, HXH m2, 80m2, 11,5 tỷ",9.0,80.0,6.0,11.5,5.0,3.0,363.0,6.0,6.0
2582,"Bán nhà Phan Bội Châu, Bình Thạnh, HXH, 70m2, 5 tầng, 8,9 tỷ",9.0,70.0,5.0,8.9,4.0,4.0,324.0,12.0,17.0
2583,"Bán gấp nhà Quận 10, Bắc Hải, HXH 7m, 70m2, chỉ còn 10,5 tỷ TL",9.0,70.0,7.0,10.5,4.0,3.0,55.0,7.0,6.0
2584,"Gấp! 118/31 Bạch Đằng, BT, Hẻm 8m, 116m2, giảm 2 tỷ còn 15,2 tỷ",9.0,116.0,10.0,15.2,8.0,5.0,53.0,15.0,17.0
2585,"Nhà HIẾM Phú Nhuận, hẻm 151 Nguyễn Đình Chính, 50m2, 4 tầng, 8 tỷ TL",9.0,50.0,5.0,8.0,5.0,4.0,310.0,4.0,20.0
2586,"Bán Gấp 163/14 Thành Thái, 100m2, 7 tầng hạ 2 tỷ còn 21,1tỷ",9.0,100.0,8.0,21.1,8.0,6.0,395.0,6.0,6.0
2587,"Hạ 500 triệu, Bán gấp 151 Nguyễn Đình Chính, PN 42m2, HXH, 7,45 tỷ",9.0,42.0,4.0,7.45,4.0,3.0,310.0,4.0,20.0
2588,"Nhà Lô Góc, hẻm 489A/29 Huỳnh Văn Bánh 6m, 48 m2, hạ 500 triệu còn 8,45 tỷ",9.0,48.0,6.0,8.45,3.0,3.0,131.0,6.0,20.0
2589,"Bán gấp! 541/103 Huỳnh Văn Bánh, hẻm 7m 70m2, 11,5 tỷ",9.0,70.0,7.0,11.5,3.0,2.0,131.0,7.0,20.0
2590,"Gấp, nhà 116/20 Thiên Phước, TB hẻm 7m, 79m2, 3 tầng, 10,4 tỷ",9.0,79.0,7.0,10.4,5.0,3.0,391.0,26.0,22.0
2591,"Hẻm VIP 10m, Bán nhà hẻm 285 CMT8, Quận 10, 89 m2, 3 tầng, 15 tỷ",9.0,89.0,10.0,15.0,5.0,3.0,69.0,5.0,6.0
2592,"Bán nhà hẻm VIP 7m Trường Sa, 68m2, 11,5 tỷ",9.0,68.0,7.0,11.5,3.0,1.0,422.0,7.0,20.0
2593,"Biệt Thự Nguyễn Văn Trỗi, PN 155m2, Hẻm 7m, 3 tầng, 18,8 tỷ",9.0,155.0,6.0,18.8,31.0,5.0,302.0,26.0,20.0
2594,"Hạ 1 tỷ bán nhà Phan Đăng Lưu 60 m2, 11,2 tỷ TL",9.0,62.0,6.0,11.2,4.0,3.0,336.0,20.0,20.0
2595,"Bán nhà Cách Mạng Tháng 8, 76m2, HXH, 3 tầng, 11,5 tỷ",9.0,76.0,5.0,11.5,5.0,4.0,70.0,21.0,22.0
2596,"Bán gấp nhà hẻm 686 Cách Mạng Tháng 8, Q3, 91m2, hẻm 8m, 13,4 tỷ",9.0,91.0,6.0,13.4,5.0,4.0,69.0,4.0,10.0
2597,"Hạ 1 tỷ nhà Hoa Lan, Phú Nhuận, 65m2, HXT, 9 tỷ",9.0,65.0,5.0,9.0,4.0,3.0,113.0,12.0,20.0
2598,"Bán gấp nhà Trường Sơn, Q10, HXH 7m, 68m2, chỉ 10,5 tỷ",9.0,68.0,6.0,10.5,3.0,2.0,423.0,7.0,6.0
2599,"Hạ 1 tỷ Bán Nhà Phú Nhuận, Huỳnh Văn Bánh, 80m2, 10,6 tỷ",9.0,80.0,3.0,10.6,4.0,3.0,131.0,7.0,20.0
2600,"Bán Nhà Quận 3, 351/14 Lê Văn Sỹ, hẻm 8m, 90m2, 14,3 tỷ",9.0,90.0,8.0,14.3,5.0,3.0,199.0,6.0,10.0
2601,"Mặt Tiền Nội Bộ 7B/25 Thành Thái, 70m2, 2 tầng, 11 tỷ",9.0,70.0,7.0,11.0,3.0,2.0,395.0,7.0,6.0
2602,"Bán Nhà Quận 3, 966/6 Trường Sa, hẻm 8m, 85m2, 14,3 tỷ",9.0,85.0,7.0,14.3,5.0,3.0,422.0,6.0,10.0
2603,"Nhà Hiếm hẻm 136 Đặng Văn Ngữ, Phú Nhuận, 45m2, 4 tầng, hẻm 6m, 8,6 tỷ",9.0,45.0,6.0,8.6,4.0,3.0,571.0,7.0,20.0
2604,"Bán Nhà 299/4 Lý Thường Kiệt, Quận 11, 110m2, hạ 2 tỷ, còn 19,5 tỷ",9.0,110.0,10.0,19.5,22.0,5.0,215.0,8.0,7.0
2605,"Bán nhà 252/28 Cao Thắng,  HXH, 68m2, 3 lầu, hạ 1,3 tỷ còn 11.2 tỷ",9.0,69.0,6.0,11.2,4.0,3.0,63.0,5.0,6.0
2606,"Gấp 266/4 Tô Hiến Thành, 110m2, 7 tầng, thang máy, hạ 3 tỷ còn 21,1tỷ",9.0,110.0,8.0,21.1,10.0,7.0,476.0,6.0,6.0
2607,"Bán Nhà hem  297/10 Lý Thường Kiệt, Quận 11, 110m2, hạ 2 tỷ, còn 19,5 tỷ",9.0,220.0,10.0,19.5,6.0,4.0,215.0,8.0,7.0
2608,"Bán nhà 436A/24 Đường 3 tháng 2, hẻm 10m, 110m2, 7 tầng, 23,2 tỷ",9.0,110.0,10.0,23.2,18.0,7.0,21.0,6.0,6.0
2609,"Nhà Căn Góc 2 HXH 7m, Nguyễn Kiệm, PN, 7.1x10m, 3 tầng, 9,5 tỷ",9.0,71.0,7.0,9.5,4.0,3.0,260.0,21.0,20.0
2610,"Bán Nhà hiếm Trần Đình Xu, Q1 HXH, 76m2, 4 tầng 12,6 tỷ",9.0,79.0,4.0,12.6,4.0,3.0,452.0,48.0,5.0
2611,"Hạ 2 tỷ, Gấp nhà 436A/24 Đường 3 tháng 2, Mt nội bộ 10m, 110m2, 7 tầng, 23,2 tỷ",9.0,110.0,10.0,23.2,18.0,7.0,21.0,5.0,6.0
2612,"Rất gấp! Hạ 1 tỷ nhà 436/24 CMT8, Q10, HXH 7m, 71m2, chỉ 10,7 tỷ",9.0,70.0,7.0,10.7,3.0,3.0,69.0,5.0,6.0
2613,"Bán Nhà số 5 đường số 28, Lữ Gia, Q 11 115m2, hạ 3 tỷ, còn 19,5 tỷ",9.0,115.0,10.0,19.5,6.0,4.0,79.0,7.0,7.0
2614,"Bán nhà Phú Nhuận, 182/5 Lê Văn Sỹ, hẻm 7m, 5x20m, 2 lầu, 12,9 tỷ",9.0,100.0,7.0,12.9,4.0,2.0,199.0,3.0,20.0
2615,"Hạ 3 tỷ, Hoàng Văn Thụ, PN 160m2, Hẻm 5m, 3 tầng, 17.5 tỷ",9.0,160.0,5.0,17.5,5.0,3.0,123.0,4.0,20.0
2616,"Giảm 1,9 tỷ, Bán nhà 29/2 Đoàn Thị Điểm, PN, hẻm 7 m, 72m2, 9.75 tỷ",9.0,72.0,8.0,9.75,3.0,2.0,554.0,26.0,20.0
2617,"Bán nhà 541/14  Huỳnh Văn Bánh, 99m2, HXH, hạ 3 tỷ còn 15,5 tỷ",9.0,99.0,5.0,15.5,6.0,4.0,131.0,4.0,20.0
2618,"Bán nhà 118/31 Bạch Đằng, BT, Hẻm 8m, 106m2, giarm2 tỷ còn 15,2 tỷ",9.0,110.0,8.0,15.2,22.0,5.0,53.0,15.0,17.0
2619,"Cần bán nhà Nguyễn Đình Chiểu, Q3 Hẻm 9 m, 95m2, 19 tỷ",9.0,95.0,9.0,19.0,14.0,7.0,309.0,22.0,10.0
2620,"Bán gấp 343/4 Phan Xích Long, hẻm 6m, 4 tầng, 60m2, 9.1 tỷ",9.0,60.0,7.0,9.1,5.0,3.0,334.0,20.0,20.0
2621,"Bán nhà HXH Nguyễn Văn Lượng, P. 17, DT 4 x 20m, 2 lầu, giá 6.7 tỷ",9.0,80.0,5.0,6.7,3.0,2.0,296.0,10.0,19.0
2622,Định cư bán gấp nhà 2 lầu đẹp DT 4x17m  HXH 6m Lê Văn Thọ F11 GV 5.1 tỷ TL,9.0,68.0,6.0,5.1,4.0,2.0,201.0,4.0,19.0
2623,Cần  bán gấp nhà 2 lầu đẹp DT 4x17m  HXH 6 m Quang Trung F11 GV 5.1 tỷ TL,9.0,68.0,6.0,5.1,4.0,2.0,354.0,4.0,19.0
2624,Xuất cảnh bán gấp nhà 2 lầu đẹp DT 4x17m  HXH 6m Cây Trâm F8 GV 5.1 tỷ TL,9.0,68.0,6.0,5.1,4.0,2.0,73.0,25.0,19.0
2625,Cần bán gấp nhà 3 lầu DT 4x13m  HXH 6m Cây Trâm F 8 GV 4.9 tỷ TL,9.0,52.0,6.0,4.9,5.0,3.0,73.0,25.0,19.0
2626,Chính chủ bán gấp nhà 3 lầu  DT 4x13m HXH 6m Cây Trâm F9 GV 4.9 tỷ TL,9.0,52.0,6.0,4.9,5.0,3.0,73.0,26.0,19.0
2627,Cần bán gấp nhà 2 lầu DT 4x15m HXH  5m Lê Văn Thọ F9 GV 5 tỷ TL,9.0,60.0,5.0,5.0,4.0,2.0,201.0,26.0,19.0
2628,Chính chủ bán nhà 2 lầu DT 4x17m  HXH 5m Cây Trâm F9  GV 5. tỷ TL,9.0,68.0,5.0,5.0,4.0,2.0,73.0,26.0,19.0
2629,Xuất cảnh bán nhà 2 lầu đẹp DT 4x17m  HXH 5m Cây Trâm F8 Giá 5.3 tỷ Tl,9.0,68.0,5.0,5.3,4.0,2.0,73.0,25.0,19.0
2630,Cần bán gấp nhà 3 lầu DT 4x13m HXH  6m Lê Văn Thọ F11 GV 4.9 tỷ TL,9.0,52.0,6.0,4.9,5.0,3.0,201.0,4.0,19.0
2631,chính chủ bán Cấp 4 DT 5x20m  HXH  thông đường Cây Trâm F8 GV giá 5.2 tỷ TL.,9.0,100.0,6.0,5.2,5.0,3.0,73.0,25.0,19.0
2632,Chính chủ bán nhà 2 lầu DT 4x15m  HXH 5m Lê Văn Thọ F11 GV 5 tỷ TL,9.0,60.0,5.0,5.0,4.0,2.0,201.0,4.0,19.0
2633,Cần tiền bán nhà 2 lầu đẹp DT 4x17m HXH 6m Lê Văn thọ F11 5.3 tỷ TL,9.0,68.0,6.0,5.0,4.0,2.0,201.0,4.0,19.0
2634,Định cư  bán gấp nhà 2 lầu DT 4x15m  HXH  5m Cây Trâm F8 G V 5 ty TL,9.0,60.0,5.0,5.0,4.0,2.0,73.0,25.0,19.0
2635,"Bán Nhà Hẻm Xe Hơi 688 Quang Trung, Phường 11, Gò Vấp.",9.0,52.0,5.0,4.9,4.0,3.0,354.0,4.0,19.0
2636,"Bán Nhà Mới Hẻm Ô Tô Đường Lê Văn Thọ, Phường 9, Gò Vấp, Giá 6,4 Tỷ",9.0,72.0,5.0,6.4,4.0,3.0,201.0,26.0,19.0
2637,Bán gấp căn nhà HXH 7m đường PHẠM VĂN CHIÊU P.9 GV DT 5 x 18m. 3 L Giá 7 tỷ TL,9.0,90.0,7.0,7.0,4.0,3.0,350.0,26.0,19.0
2638,"""Bán nhà hẻm 5m đường Quag Trung, P8.DT 4,2 x 22m. 2 lầu. Giá 7,1 tỷ",9.0,92.0,5.0,7.1,4.0,2.0,354.0,25.0,19.0
2639,Cần tiền bán gấp lô ĐẤT HXH 6m đường Quang Trung P.8 Gò Vấp. 4 x 20 Giá 6.5 tỷ,9.0,80.0,5.0,6.5,4.0,2.0,354.0,25.0,19.0
2640,"""Bán gấp căn nhà GIÁ RẺ HXH 7m đường PHẠM VĂN CHIÊU, P.9 GV DT 4 x 19 Giá 6 tỷ TL",9.0,76.0,5.0,6.0,4.0,3.0,350.0,26.0,19.0
2641,"Bán gấp căn nhà HXH 8m Lê Văn Thọ, P.9, Gò Vấp.DT 4 x 22m. 7 TỶ TL",9.0,88.0,8.0,7.0,4.0,3.0,201.0,26.0,19.0
2642,"""CHÍNH CHỦ BÁN NHÀ HXH 6M ĐƯỜNG CÂY TRÂM, P8. DT 4,6 X 20. GIÁ 7,1 TỶ",9.0,98.0,6.0,7.1,4.0,3.0,73.0,25.0,19.0
2643,Bán gấp căn nhà HXH 7m DT 4x20m 1T 3L Quang Trung P11 Gò Vấp Giá 6.3 tỷ,9.0,80.0,7.0,6.3,4.0,3.0,354.0,4.0,19.0
2644,"""Tôi cần bán gấp căn nhà HXH 6m đường Lê Văn Thọ, P.8 GV DT 4 x 22 6.8 tỷ TL",9.0,88.0,6.0,6.8,4.0,3.0,201.0,25.0,19.0
2645,"cần tiền bán gấp căn nhà HXH 5m đường PHẠM VĂN CHIÊU, P.9 GV DT 4 x 23 Giá 5.2 tỷ",9.0,92.0,5.0,5.2,4.0,2.0,350.0,26.0,19.0
2646,"Bán Nhà Hẻm 385 Lê Văn Thọ, Phường 9, Gò Vấp 1T 2L Giá 4.9 tỷ",9.0,58.0,4.0,4.9,4.0,2.0,201.0,26.0,19.0
2647,"Bán Nhà Hẻm Xe Tải Quang Trung, Phường 8, Gò Vấp, Gần Mặt Tiền Đường",9.0,63.0,7.0,6.0,4.0,3.0,354.0,25.0,19.0
2648,"Tôi kẹt tiền cần bán gấp căn nhà giá tốt LÊ VĂN THỌ, P.8, GV DT 5 x 14. Giá 7.5 tỷ",9.0,70.0,5.0,7.5,4.0,2.0,201.0,25.0,19.0
2649,"Tôi kẹt tiền bán gấp nhà VỊ TRÍ ĐẸP NHẤT đường Quang Trung, P.8, Gò Vấp. DT 4 x 21",9.0,84.0,6.0,7.2,3.0,1.0,354.0,25.0,19.0
2650,"Cần tiền bán gấp căn nhà HẺM 7M đường PHẠM VĂN CHIÊU, P.8, Gò Vấp. DT 4 x 22",9.0,88.0,7.0,7.3,4.0,3.0,350.0,25.0,19.0
2651,"""Bán nhà hẻm 5m đường Quag Trung, P8.DT 4,4 x 17m. 2 lầu. Giá 5.8  tỷ",9.0,76.0,5.0,5.8,4.0,2.0,354.0,25.0,19.0
2652,Chính Chủ Bán Nhà 2 Lầu Đẹp HXH 8m Quang Trung  F8 GV 8.1 Tỷ TL,9.0,90.0,8.0,8.1,5.0,2.0,354.0,25.0,19.0
2653,Chính chủ bán nhà hẻm 872 quang trung F8 GV DT 4x19.5m 1 trệt 1 lầu giá 5.6 tỷ TL,9.0,77.0,5.0,5.6,3.0,1.0,354.0,25.0,19.0
2654,Chính chủ bán nhà 1 trệt  2 lầu DT 4.6x15m HXH 5m Cây Trâm F9 5.5  tỷ TL,9.0,69.0,5.0,5.5,3.0,2.0,73.0,26.0,19.0
2655,Chính Chủ  Gấp Nhà 2 lầu  DT 4x15m HXH 7 m Cây Trâm F8 GV 5 tỷ TL,9.0,60.0,7.0,5.0,5.0,2.0,73.0,25.0,19.0
2656,Chính chủ bán nhà 1 trệt 2 lầu DT 4.6x15m HXH 5m Quang Trung F8 GV 5.5 tỷ TL,9.0,69.0,5.0,5.0,3.0,2.0,354.0,25.0,19.0
2657,Định cư bán Nhà 2 lầu đẹp DT 4x15m HXH 7m Lê Văn Thọ F9 GV 5 tỷ TL,9.0,60.0,7.0,5.0,5.0,2.0,201.0,26.0,19.0
2658,Chính Chủ Bán Nhà 2 lầu HXH 5m DT 4.6x15m Lê Văn Thọ F11 5. tỷ TL,9.0,69.0,5.0,5.0,3.0,2.0,201.0,4.0,19.0
2659,Chính chủ bán nhà HXH 5m DT 4x20m 2 lầu Cây Trâm F8 GV 5.3 tỷ TL,9.0,80.0,5.0,5.3,3.0,2.0,73.0,25.0,19.0
2660,"NHÀ MỚI 100% CHÍNH CHỦ 3,5 TẤM, HXH, CÂY TRÂM, PHƯỜNG 8, GÒ VẤP",9.0,260.0,6.0,6.0,4.0,3.0,73.0,25.0,19.0
2661,"BÁN NHÀ ĐƯỜNG CÂY TRÂM, PHƯỜNG 9, Q. GÒ VẤP. DT: 4X17M ĐÚC MỘT LỬNG BA LẦU SÂN THƯỢNG TRƯỚ",9.0,68.0,6.0,5.9,4.0,3.0,73.0,26.0,19.0
2662,Tôi kẹt tiền bán gấp căn nhà HXH VỊ TRÍ CỰC ĐẸP Quang Trung  P.8 GV DT 4.2 x 24,9.0,100.0,6.0,7.4,4.0,2.0,354.0,25.0,19.0
2663,"Bán nhà đường HXH Thống Nhất, P.11, Gò Vấp. DT 5,5 x 23. Giá 7.1 tỷ TL",9.0,126.0,5.0,7.1,4.0,2.0,407.0,4.0,19.0
2664,"CẦN BÁN Nhà  HXH 7M Quang Trung  P11 NGAY Chợ Hạnh Thông tây  DT 5 X 20.GIÁ 7,3TỶ",9.0,92.0,7.0,7.3,4.0,2.0,354.0,4.0,19.0
2665,"""BÁN GẤP CĂN NHÀ HXH 5,5M Lê Văn Thọ  P11 Ngay công viên làng hoa .DT 4,8X18. GIÁ 7,1T",9.0,86.0,5.0,7.1,4.0,2.0,201.0,4.0,19.0
2666,"CẦN BÁN NHÀ HXH ĐƯỜNG QUANG TRUNG PHƯỜNG 11, DT 5 x 21 M, 2 LẦU. GIÁ 7,2 TỶ",9.0,105.0,6.0,7.2,4.0,2.0,354.0,4.0,19.0
2667,"""Cần bán gấp căn nhà HXH 5m đường Quang Trung, P.8, Gò Vấp. DT 4 x 22 Giá 5.8 tỷ",9.0,88.0,5.0,5.8,4.0,3.0,354.0,25.0,19.0
2668,"""CẦN BÁN NHÀ HXH ĐƯỜNG LÊ VĂN THỌ PHƯỜNG 8, DT 5 X 22M, 3 LẦU. GIÁ 7,5TỶ",9.0,110.0,6.0,7.5,4.0,3.0,201.0,25.0,19.0
2669,"""CẦN BÁN NHÀ HXH ĐƯỜNG LÊ VĂN THỌ PHƯỜNG 9, DT 4,8 X 24M, 2 LẦU. GIÁ 7,3TỶ",9.0,100.0,7.0,7.3,4.0,2.0,201.0,26.0,19.0
2670,"CẦN BÁN NHÀ HXH ĐƯỜNG LÊ VĂN THỌ PHƯỜNG 11, DT 5 X 22M, 2 LẦU. GIÁ 7,1 TỶ",9.0,110.0,6.0,7.1,4.0,2.0,201.0,4.0,19.0
2671,"""CẦN bán căn nhà HXH 5M ĐƯỜNG Lê Văn Thọ P9. DT 4,8 X 20. GIÁ 7,2 TỶ",9.0,94.0,5.0,7.2,4.0,2.0,201.0,26.0,19.0
2672,"NHÀ MỚI 100% CHÍNH CHỦ 2 MT HXH, Lê Văn Thọ, PHƯỜNG 8, GÒ VẤP",9.0,76.0,6.0,6.3,3.0,2.0,201.0,25.0,19.0
2673,"NHÀ MỚI 100% CHÍNH CHỦ 2 MT HXH, CÂY TRÂM, PHƯỜNG 8, GÒ VẤP",9.0,72.0,6.0,6.0,3.0,2.0,73.0,25.0,19.0
2674,"NHÀ MỚI 100% CHÍNH CHỦ 2 MT HXH, Quang Trung , PHƯỜNG 8, GÒ VẤP",9.0,68.0,6.0,5.8,3.0,2.0,354.0,25.0,19.0
2675,"NHÀ MỚI 100% CHÍNH CHỦ 2 MT HXH, Nguyễn Văn Khối , PHƯỜNG 8, GÒ VẤP",9.0,68.0,6.0,6.1,3.0,2.0,294.0,25.0,19.0
2676,"NHÀ MỚI 100% CHÍNH CHỦ 2 MT HXH, Nguyễn Văn Khối , PHƯỜNG 9, GÒ VẤP",9.0,64.0,6.0,5.6,3.0,2.0,294.0,26.0,19.0
2677,"NHÀ MỚI 100% CHÍNH CHỦ 2 MT HXH, Lê Văn Thọ , PHƯỜNG 9, GÒ VẤP",9.0,64.0,6.0,5.6,3.0,2.0,201.0,26.0,19.0
2678,"Bán nhà cấp 4 tiện xây gần ĐH Công Nghiệp HXH Lê Lợi, Gò Vấp, 4.5x20m, giá 6.2 tỷ TL",9.0,84.0,6.0,6.2,2.0,2.0,178.0,21.0,19.0
2679,"Bán nhà 2 lầu, hẻm 12m Phan Văn Trị, P. 7, Gò Vấp, DT 5x18m, giá 7.7 tỷ, TL",9.0,90.0,12.0,7.7,4.0,2.0,333.0,24.0,19.0
2680,"Chính chủ cần bán gấp nhà 1 lầu HXH 6m Cây Trâm , DT 7.5x20m, giá 8.2 tỷ TL",9.0,150.0,6.0,8.2,2.0,1.0,73.0,25.0,19.0
2681,"Bán nhà 2 lầu HXH 7m, Nguyễn Văn Lượng, P. 17, DT 4.8x18m, giá 6.2 tỷ",9.0,86.0,7.0,6.2,3.0,2.0,296.0,10.0,19.0
2682,"Chính chủ bán nhà 3 lầu mới HXH 8m Nguyễn Oanh, P. 17 Gò Vấp, DT 4.5x20m, CN 84m2, giá 7.3",9.0,90.0,8.0,7.3,4.0,3.0,264.0,10.0,19.0
2683,"Bán nhà hẻm 8m thông tứ phía, nhà 1 lầu đẹp Phan Huy Ích, Gò Vấp. DT: 5x17m, công nhận đủ",9.0,85.0,8.0,6.7,2.0,1.0,326.0,5.0,19.0
2684,Chính chủ cần tiền nên bán gấp nhà  Lê Đức Thọ P6 Gần Chợ An Nhơn,9.0,80.0,10.0,7.0,4.0,3.0,206.0,23.0,19.0
2685,"Cần tiền bán gấp căn nhà HẺM 5M đường 21, P.8, Gò Vấp. DT 4 x 27. Giá  7.3 tỷ TL",9.0,108.0,5.0,7.3,5.0,2.0,527.0,25.0,19.0
2686,"Bán nhà  Đường Số 21, Phường 8, Gò Vấp.",9.0,58.0,5.0,5.3,3.0,2.0,527.0,25.0,19.0
2687,Bán gấp nhà 2 lầu đẹp  DT 4x15m HXH 5m Nguyễn Kiệm p3 GV 5.6 tỷ TL,9.0,60.0,5.0,5.6,3.0,2.0,291.0,20.0,19.0
2688,Định cư bán nhà 2 lầu đẹp DT 4x17m HXH 6m Phạm Văn Chiêu F14 GV 5.2tỷ TL,9.0,68.0,6.0,5.2,3.0,2.0,350.0,7.0,19.0
2689,Xuất cảnh bán nhà 2 lầu DT 4x15m  HXH 5m Thống Nhất F16 GV  5 tỷ TL,9.0,75.0,5.0,5.0,3.0,2.0,407.0,9.0,19.0
2690,Cần tiền bán gấp nhà 2 lầu DT 4x15m HXH 5m Phạm Văn chiêu F12 GV  5 tỷ TL,9.0,60.0,5.0,5.0,3.0,2.0,350.0,5.0,19.0
2691,"Chính chủ bán nhà Cấp 4 DT 5x20m HXH 8m Nguyễn Oanh,F17  GV 6.8 tỷ TL",9.0,100.0,5.0,6.8,2.0,2.0,264.0,10.0,19.0
2692,Cần tiền  bán nhà Cấp 4 DT 5x20m HXH 10 m Lê Đức Thọ F13 GV 6.8 tỷ TL,9.0,100.0,5.0,6.8,2.0,2.0,206.0,6.0,19.0
2693,Định cư  bán nhà Cấp 4 DT 5x20m  HXH 10m  An Nhơn F17 GV 6.8 tỷ TL,9.0,100.0,5.0,6.8,2.0,2.0,24.0,10.0,19.0
2694,Xuất cảnh  bán nhà Cấp 4  DT 5x20 mHXH 8m Nguyễn Oanh F7 GV 6.8 tỷ TL,9.0,100.0,5.0,6.8,2.0,2.0,264.0,24.0,19.0
2695,"Chính chủ cần bán nhà Quang Trung Hẻm hai xe tải tránh nhau, GV DT 5x15,5 Giá 6.4 tỷ TL",9.0,78.0,5.0,6.4,5.0,4.0,354.0,25.0,19.0
2696,"Bán nhà 2 lầu hẻm 7m Cây Trâm GV, căn góc DT: 4x20m, Giá chỉ : 6.3 tỷ TL",9.0,80.0,7.0,6.3,4.0,2.0,73.0,25.0,19.0
2697,"Bán nhà Cây Trâm khu Công Viên Làng Hoa, 4,7 x 18m, 3 lầu, nhà đẹp giá 6.2 tỷ TL",9.0,84.0,7.0,6.2,5.0,4.0,73.0,25.0,19.0
2698,"Bán nhà HXT Quang Trung, ngay bên trường Nguyễn Công Trứ, 4.7x20m, 2 lầu, 5.8 tỷ",9.0,94.0,6.0,5.8,4.0,2.0,354.0,25.0,19.0
2699,Bán Nhà 4 lầu Hẻm 8m Quang Trung Phường 8 GV DT 4x20m Giá chỉ 6.7 tỷ,9.0,80.0,8.0,6.7,6.0,4.0,354.0,25.0,19.0
2700,"Bán nhà HXT 1/ Quang Trung Q.Gò Vấp, diện tích 5x18m, 1 trệt 1 lầu; giá 6,5 tỷ TL",9.0,90.0,7.0,6.5,2.0,2.0,354.0,25.0,19.0
2701,"Mặt Tiền Kinh Doanh khủng Lạc Long Quân, Quận 11 75m2 12 tỷ",9.0,75.0,20.0,12.0,3.0,2.0,220.0,20.0,7.0
2702,"Bán Nhà 2 Mặt Tiền PHAN XÍCH LONG 50m2, 37 tỷ",9.0,50.0,30.0,37.0,3.0,2.0,334.0,12.0,20.0
2703,"Mặt Tiền Thụt Phan Đăng Lưu, 161m2, giảm 33,6 tỷ còn 26 tỷ",9.0,161.0,20.0,26.0,5.0,1.0,336.0,22.0,20.0
2704,"Bán gấp nhà 199 Thích Quảng Đức, 65m2, 5 tầng, 16,5 tỷ",9.0,65.0,15.0,16.5,6.0,4.0,400.0,21.0,20.0
2705,"Mặt tiền 355  Phan Đình Phùng, Phú Nhuận, 88m2, hạ 5 tỷ còn 19 tỷ",9.0,88.0,25.0,19.0,3.0,2.0,335.0,8.0,20.0
2706,"Hạ 5 tỷ Bán Gấp Mặt Tiền Quận 5, Đường Lão Tử 143m2, chỉ 25 tỷ",9.0,143.0,12.0,25.0,6.0,3.0,170.0,4.0,12.0
2707,"Mặt Tiền Phú Nhuận, Nguyễn Kiệm, 150 triệu/m2, 7x33m, 33 tỷ",9.0,230.0,20.0,33.0,4.0,2.0,260.0,21.0,20.0
2708,"Hạ 2,5 tỷ  Bán Gấp Mặt Tiền 240 Bắc Hải, TB, 99m2, 13,9 tỷ TL",9.0,99.0,12.0,13.9,4.0,3.0,55.0,21.0,22.0
2709,"Hạ 2 tỷ, bán gấp MT 135 Đất Thánh, Tân Bình 95m2, ngang 6, 16 tỷ",9.0,95.0,12.0,16.0,5.0,3.0,567.0,21.0,22.0
2710,"Nhà Căn Góc 2 HXH 7m, Nguyễn Kiệm, PN, 7.1x10m, 3 tầng, 9,5 tỷ",9.0,71.0,7.0,9.5,4.0,3.0,260.0,21.0,20.0
2711,"Hạ 2 tỷ, Bán Gấp Mặt Tiền 123 Bùi Đình Túy, BT, 180m2, Ngang 7m, 26,9 tỷ TL",9.0,180.0,20.0,26.9,6.0,4.0,51.0,15.0,17.0
2712,"Bán rất GẤP! Mặt tiền  146 Lê Văn SỸ 110m2, 5 lầu, chỉ 16,8 tỷ",9.0,110.0,12.0,16.8,6.0,5.0,199.0,20.0,22.0
2713,"Bán gấp mặt tiền Đào Duy Anh, 10x24m, 4 tầng, 55 tỷ, TL",9.0,240.0,20.0,55.0,10.0,4.0,148.0,26.0,20.0
2714,"Bán nhà hiếm 433 Sư Vạn Hạnh, 100m2, 4 lầu, 25,5 tỷ",9.0,100.0,7.0,25.5,5.0,4.0,363.0,5.0,6.0
2715,"Bán nhà HIẾM hai mặt HXH, Phan Xích Long 55 m2, 9,8 tỷ",9.0,55.0,6.0,9.8,5.0,3.0,334.0,24.0,20.0
2716,"Kẹt tiền bán gấp nhà Phan Xích Long, hẻm 8 m, 70m2, 10 tỷ",9.0,70.0,7.0,10.0,3.0,2.0,334.0,20.0,20.0
